team,MP,FGA,FG%,3PA,3P%,2PA,2P%,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Offense_eFG%,Offense_TOV%,Offense_ORB%,Offense_FT/FGA,Defense_eFG%,Defense_TOV%,Defense_ORB%,Defense_FT/FGA,MVP,DPOY,sixth,COY,rounds
1996 New York Knicks,241.8,77.8,0.471,15.7,0.377,62.2,0.494,23.8,0.757,10.1,29.9,22.2,7.9,4.6,15.5,22.7,97.2,30.4,47.0,35.0,2.32,-0.08,2.24,106.0,103.5,2.5,91.0,0.306,0.201,0.55,0.509,14.9,25.5,0.232,0.476,14.8,71.1,0.251,0,0,0,0,1
1996 Miami Heat,241.2,77.4,0.457,17.8,0.379,59.6,0.481,26.7,0.71,12.2,30.4,21.4,7.0,5.4,17.0,26.3,96.5,27.4,42.0,40.0,1.43,0.03,1.46,105.3,103.8,1.5,91.1,0.345,0.23,0.541,0.501,16.0,30.1,0.245,0.469,14.8,71.8,0.298,0,0,0,0,0
1996 Milwaukee Bucks,240.6,79.1,0.467,12.9,0.338,66.3,0.493,23.3,0.738,11.9,26.4,21.4,7.1,3.7,15.8,23.7,95.6,27.5,25.0,57.0,-5.3,0.38,-4.92,105.6,111.5,-5.9,90.2,0.295,0.163,0.534,0.495,15.0,29.7,0.218,0.52,14.1,68.4,0.248,0,0,0,0,-1
1996 Detroit Pistons,241.8,74.7,0.459,16.5,0.404,58.2,0.475,26.9,0.751,10.8,29.8,19.6,6.2,4.3,14.8,23.8,95.4,26.8,46.0,36.0,2.5,-0.05,2.45,107.9,105.1,2.8,87.7,0.36,0.221,0.551,0.504,14.6,28.0,0.271,0.483,13.7,71.7,0.229,0,0,0,0,0
1996 Philadelphia 76ers,240.6,78.3,0.436,17.5,0.342,60.7,0.463,27.6,0.734,12.6,26.4,19.9,7.8,5.1,17.2,21.7,94.5,26.1,18.0,64.0,-10.0,0.55,-9.45,102.2,113.0,-10.8,92.2,0.353,0.224,0.522,0.474,16.0,29.4,0.259,0.522,14.4,65.0,0.217,0,0,0,0,-1
1996 New Jersey Nets,242.7,82.3,0.427,9.1,0.335,73.2,0.438,27.4,0.745,16.5,30.5,21.4,7.6,7.0,16.8,22.9,93.7,27.4,30.0,52.0,-4.23,0.09,-4.14,101.9,106.5,-4.6,90.9,0.332,0.111,0.497,0.445,15.1,36.4,0.248,0.495,14.5,70.9,0.223,0,0,0,0,-1
1996 Cleveland Cavaliers,241.8,73.1,0.46,19.3,0.377,53.9,0.49,21.6,0.763,10.6,25.1,22.2,8.2,4.1,13.1,20.5,91.1,27.5,47.0,35.0,2.59,-0.09,2.49,109.9,106.7,3.2,82.3,0.296,0.264,0.551,0.51,13.7,28.6,0.226,0.506,16.3,70.2,0.242,0,0,0,0,0
1996 Vancouver Grizzlies,242.4,79.1,0.428,13.8,0.329,65.3,0.448,24.4,0.724,11.7,26.5,20.8,8.9,4.1,16.4,22.6,89.8,27.2,15.0,67.0,-9.98,0.43,-9.55,97.6,108.5,-10.9,91.0,0.308,0.174,0.5,0.456,15.5,27.3,0.223,0.51,16.1,66.3,0.241,0,0,0,0,-1
1997 Utah Jazz,241.8,75.8,0.504,11.0,0.37,64.8,0.526,29.5,0.769,10.8,29.4,26.8,9.1,5.1,15.4,24.2,103.1,29.6,64.0,18.0,8.79,-0.82,7.97,113.6,104.0,9.6,90.0,0.389,0.145,0.581,0.53,14.7,29.7,0.299,0.48,15.5,71.6,0.29,1,0,0,0,3
1997 Chicago Bulls,240.6,84.4,0.473,17.1,0.373,67.3,0.499,22.5,0.747,15.1,30.0,26.1,8.7,4.0,13.5,19.7,103.1,30.7,69.0,13.0,10.8,-0.11,10.7,114.4,102.4,12.0,90.0,0.267,0.203,0.547,0.511,12.5,35.9,0.199,0.471,14.8,69.3,0.196,0,0,0,0,4
1997 Phoenix Suns,242.1,81.8,0.469,17.4,0.369,64.4,0.496,25.9,0.761,11.2,29.0,25.2,8.1,3.9,14.4,21.1,102.8,28.5,40.0,42.0,0.66,-0.45,0.21,109.3,108.6,0.7,93.2,0.317,0.213,0.552,0.508,13.4,27.1,0.241,0.507,14.4,69.4,0.215,0,0,0,0,0
1997 Seattle SuperSonics,241.2,78.2,0.467,19.3,0.353,58.9,0.504,28.0,0.752,12.3,27.7,23.5,11.0,4.7,15.0,22.0,100.9,30.0,57.0,25.0,7.68,-0.77,6.91,111.2,102.7,8.5,90.3,0.358,0.247,0.557,0.51,14.2,30.9,0.269,0.49,17.7,69.1,0.242,0,0,0,0,1
1997 Boston Celtics,242.7,85.0,0.44,16.2,0.351,68.7,0.461,26.8,0.75,13.4,26.7,21.9,9.9,3.8,16.4,23.4,100.6,26.1,15.0,67.0,-7.33,0.71,-6.62,103.9,111.4,-7.5,95.8,0.316,0.191,0.52,0.474,14.5,29.4,0.237,0.539,15.8,68.5,0.243,0,0,0,0,-1
1997 Houston Rockets,242.1,79.1,0.468,22.4,0.365,56.6,0.509,24.3,0.755,11.3,31.3,24.5,8.4,4.2,16.6,19.6,100.6,30.8,57.0,25.0,4.48,-0.62,3.85,108.8,104.0,4.8,91.6,0.307,0.284,0.56,0.52,15.6,28.4,0.232,0.481,13.3,71.4,0.19,0,0,0,0,2
1997 Philadelphia 76ers,241.2,83.5,0.438,16.5,0.319,67.0,0.468,29.9,0.725,15.5,28.7,20.7,8.3,4.8,17.5,21.1,100.2,25.5,22.0,60.0,-6.54,0.65,-5.89,104.6,111.4,-6.8,95.3,0.358,0.198,0.518,0.47,15.3,34.1,0.259,0.51,13.8,66.5,0.222,0,0,0,0,-1
1997 Los Angeles Lakers,243.0,81.0,0.454,18.3,0.367,62.7,0.48,28.4,0.692,13.3,29.4,22.5,9.0,7.0,14.9,22.2,100.0,26.5,56.0,26.0,4.27,-0.61,3.66,108.3,103.7,4.6,91.1,0.351,0.226,0.535,0.496,13.7,31.6,0.243,0.478,15.1,68.5,0.231,0,0,0,0,1
1997 Golden State Warriors,242.7,80.1,0.456,16.6,0.353,63.5,0.483,26.6,0.778,13.2,27.5,22.2,7.5,4.4,17.2,21.8,99.6,26.7,30.0,52.0,-4.71,-0.2,-4.9,107.2,112.2,-5.0,91.9,0.332,0.208,0.543,0.493,15.8,32.3,0.258,0.518,14.4,67.5,0.234,0,0,0,0,-1
1997 Washington Bullets,242.1,81.4,0.48,12.2,0.331,69.2,0.507,24.1,0.707,12.3,29.5,23.4,8.7,4.9,15.7,22.1,99.4,25.9,44.0,38.0,1.62,0.15,1.77,106.6,104.9,1.7,92.4,0.296,0.15,0.54,0.505,14.6,30.2,0.21,0.491,15.3,70.3,0.226,0,0,0,0,0
1997 Portland Trail Blazers,242.1,78.8,0.464,17.1,0.358,61.8,0.493,27.6,0.713,12.9,30.4,20.9,7.8,5.3,16.5,23.5,99.0,26.4,49.0,33.0,4.17,-0.61,3.56,107.9,103.3,4.6,90.9,0.35,0.217,0.544,0.503,15.4,32.5,0.249,0.471,14.3,72.4,0.268,0,0,0,0,0
1997 Charlotte Hornets,241.5,77.3,0.471,16.9,0.428,60.5,0.483,24.2,0.777,11.1,28.0,24.6,7.3,4.3,14.7,20.8,98.9,29.1,54.0,28.0,1.87,0.26,2.13,110.9,108.9,2.0,88.6,0.313,0.218,0.562,0.518,14.3,28.7,0.243,0.496,13.3,68.1,0.204,0,0,0,0,0
1997 Denver Nuggets,243.0,81.5,0.439,20.9,0.372,60.7,0.462,24.3,0.761,12.1,29.9,23.0,6.1,5.9,16.6,21.8,97.8,28.6,21.0,61.0,-6.28,-0.12,-6.4,104.5,111.2,-6.7,92.4,0.298,0.256,0.53,0.486,15.2,28.8,0.227,0.501,11.8,69.3,0.206,0,0,0,0,-1
1997 Los Angeles Clippers,243.0,81.7,0.446,16.3,0.354,65.3,0.469,25.3,0.731,13.3,27.3,20.3,8.9,5.4,16.0,24.0,97.2,25.5,36.0,46.0,-2.35,-0.31,-2.66,105.1,107.6,-2.5,91.3,0.31,0.2,0.524,0.482,14.7,30.8,0.227,0.499,15.5,68.1,0.269,0,0,0,0,0
1997 New Jersey Nets,241.2,86.5,0.422,16.7,0.353,69.8,0.439,24.8,0.74,17.2,29.0,21.0,8.3,5.9,15.7,22.7,97.2,26.8,26.0,56.0,-4.56,0.67,-3.89,104.7,109.7,-5.0,92.4,0.286,0.193,0.499,0.456,13.9,36.4,0.212,0.503,14.1,69.0,0.244,0,0,0,0,-1
1997 Sacramento Kings,242.1,80.6,0.454,12.9,0.391,67.7,0.466,25.2,0.723,13.4,28.1,21.9,7.2,4.4,16.2,23.7,96.4,27.4,34.0,48.0,-3.38,-0.26,-3.64,105.0,108.7,-3.7,91.0,0.313,0.16,0.526,0.485,15.0,32.0,0.226,0.495,14.3,68.5,0.264,0,0,0,0,-1
1997 Minnesota Timberwolves,241.2,78.5,0.456,13.3,0.339,65.2,0.48,26.6,0.751,11.7,28.1,22.9,7.5,6.8,15.2,22.2,96.1,26.3,40.0,42.0,-1.48,-0.35,-1.82,105.5,107.1,-1.6,90.7,0.339,0.17,0.533,0.485,14.4,28.8,0.254,0.486,14.6,68.3,0.252,0,0,0,0,0
1997 Toronto Raptors,241.8,80.9,0.437,19.8,0.363,61.1,0.461,24.5,0.72,13.8,27.5,20.9,8.8,6.3,16.4,23.0,95.5,25.1,30.0,52.0,-3.12,0.57,-2.56,104.6,108.0,-3.4,90.6,0.303,0.245,0.521,0.481,15.2,32.5,0.218,0.504,15.3,68.6,0.258,0,0,0,0,-1
1997 New York Knicks,242.1,75.9,0.463,15.8,0.363,60.2,0.489,25.8,0.748,11.9,30.7,22.1,7.7,4.6,17.8,24.8,95.4,29.7,57.0,25.0,3.12,0.18,3.31,104.4,101.0,3.4,90.5,0.34,0.208,0.546,0.501,17.0,30.5,0.255,0.463,15.4,73.4,0.279,0,0,1,0,1
1997 Indiana Pacers,243.0,76.3,0.456,13.8,0.381,62.5,0.472,28.5,0.722,12.5,29.1,21.3,7.1,4.8,16.3,24.1,95.4,27.9,39.0,43.0,0.98,0.52,1.49,105.8,104.7,1.1,89.0,0.374,0.181,0.537,0.49,15.5,31.3,0.27,0.48,15.0,70.4,0.258,0,0,0,0,-1
1997 Milwaukee Bucks,240.6,76.9,0.471,11.2,0.352,65.6,0.491,25.7,0.741,11.6,27.6,19.6,7.7,4.2,15.7,23.1,95.3,27.3,33.0,49.0,-1.89,0.51,-1.38,106.2,108.3,-2.1,89.5,0.334,0.146,0.541,0.496,15.1,29.7,0.248,0.501,14.1,69.9,0.253,0,0,0,0,-1
1997 Miami Heat,241.5,76.0,0.453,22.7,0.364,53.3,0.491,24.7,0.719,11.7,29.3,21.2,7.9,5.4,15.9,23.4,94.8,27.2,61.0,21.0,5.49,0.07,5.56,106.8,100.6,6.2,88.2,0.324,0.299,0.546,0.507,15.5,29.2,0.233,0.465,15.6,70.6,0.248,0,0,0,1,2
1997 Atlanta Hawks,241.5,76.9,0.446,22.4,0.359,54.5,0.481,23.8,0.763,12.5,28.7,19.0,8.5,5.2,15.0,19.4,94.8,28.8,56.0,26.0,5.44,0.08,5.52,108.5,102.3,6.2,86.8,0.31,0.291,0.542,0.498,14.6,31.5,0.236,0.472,15.0,69.2,0.191,0,1,0,0,1
1997 Detroit Pistons,241.8,74.3,0.464,18.3,0.388,56.0,0.488,24.3,0.745,10.5,28.0,19.0,7.7,3.5,12.7,20.1,94.2,28.2,54.0,28.0,5.24,0.2,5.45,110.6,104.4,6.2,84.5,0.327,0.246,0.554,0.512,13.0,27.5,0.244,0.487,14.6,70.4,0.197,0,0,0,0,0
1997 Orlando Magic,242.1,79.2,0.437,20.3,0.341,59.0,0.47,24.1,0.746,13.1,27.1,20.6,8.5,4.4,15.2,20.0,94.1,29.4,45.0,37.0,-0.35,0.28,-0.07,105.6,106.0,-0.4,88.3,0.304,0.256,0.524,0.481,14.5,30.9,0.227,0.495,15.3,67.3,0.211,0,0,0,0,0
1997 Dallas Mavericks,241.5,78.7,0.436,16.0,0.327,62.6,0.464,23.4,0.717,12.7,27.6,20.3,8.0,4.3,16.1,21.9,90.6,27.1,24.0,58.0,-6.35,-0.12,-6.47,101.1,108.2,-7.1,89.0,0.297,0.204,0.509,0.469,15.4,30.0,0.213,0.5,14.9,67.3,0.229,0,0,0,0,-1
1997 San Antonio Spurs,240.6,77.9,0.442,14.4,0.32,63.5,0.47,23.5,0.719,13.4,26.0,20.3,7.9,5.3,15.2,21.5,90.5,29.9,20.0,62.0,-7.88,-0.05,-7.93,103.3,112.3,-9.0,87.3,0.302,0.185,0.512,0.472,14.7,32.4,0.217,0.514,14.0,67.0,0.236,0,0,0,0,-1
1997 Vancouver Grizzlies,241.2,78.7,0.437,15.5,0.349,63.2,0.458,21.1,0.709,12.5,26.3,22.7,8.0,5.7,15.9,21.4,89.2,25.0,14.0,68.0,-10.23,0.06,-10.17,100.3,111.8,-11.5,88.4,0.269,0.197,0.507,0.471,15.3,29.7,0.191,0.51,14.4,64.1,0.224,0,0,0,0,-1
1997 Cleveland Cavaliers,242.1,72.8,0.453,15.7,0.376,57.2,0.474,21.6,0.723,11.1,26.3,20.9,8.0,3.8,14.5,23.0,87.5,26.7,42.0,40.0,1.84,0.47,2.32,104.6,102.4,2.2,82.9,0.297,0.215,0.531,0.493,15.0,29.4,0.215,0.482,16.8,71.9,0.281,0,0,0,0,-1
1998 Los Angeles Lakers,241.8,79.7,0.481,17.3,0.351,62.5,0.517,33.5,0.679,13.2,30.1,24.5,9.0,6.8,15.3,22.7,105.5,25.8,61.0,21.0,7.74,-0.87,6.88,111.9,103.7,8.2,93.6,0.42,0.216,0.559,0.519,14.0,31.6,0.285,0.467,14.1,68.8,0.245,0,0,0,0,2
1998 Minnesota Timberwolves,243.0,83.5,0.461,10.6,0.347,72.8,0.478,27.5,0.743,13.0,29.6,25.2,7.8,5.2,13.9,23.0,101.1,26.4,45.0,37.0,0.71,-0.54,0.17,107.8,107.1,0.7,92.6,0.329,0.128,0.529,0.483,12.7,30.6,0.244,0.48,13.5,68.5,0.24,0,0,0,0,0
1998 Utah Jazz,241.2,74.5,0.49,8.2,0.372,66.4,0.504,32.2,0.773,11.7,29.3,25.2,7.9,5.0,15.4,23.9,101.0,29.7,62.0,20.0,6.54,-0.81,5.73,112.7,105.4,7.3,89.2,0.433,0.11,0.569,0.51,14.8,32.3,0.334,0.471,13.5,71.0,0.271,0,0,0,0,3
1998 Seattle SuperSonics,240.9,78.8,0.473,19.1,0.396,59.6,0.497,25.7,0.721,11.4,27.1,24.2,9.8,4.6,14.0,22.1,100.6,31.1,61.0,21.0,7.17,-0.84,6.33,111.6,103.6,8.0,89.8,0.327,0.243,0.558,0.521,13.4,28.7,0.236,0.478,15.9,66.1,0.223,0,0,0,0,1
1998 Phoenix Suns,243.4,81.8,0.468,14.8,0.356,67.1,0.492,23.8,0.749,12.1,29.9,25.9,9.2,5.2,15.1,21.5,99.6,28.2,56.0,26.0,5.18,-0.75,4.44,107.4,101.8,5.6,91.4,0.29,0.18,0.54,0.5,14.0,29.7,0.217,0.471,15.3,70.0,0.227,0,0,1,0,0
1998 New Jersey Nets,242.4,84.5,0.441,11.4,0.331,73.1,0.458,28.7,0.744,16.4,26.1,20.5,9.5,3.8,14.4,23.4,99.6,27.8,43.0,39.0,1.57,0.31,1.88,108.3,106.6,1.7,91.0,0.339,0.135,0.513,0.463,12.9,36.7,0.253,0.499,16.7,66.4,0.258,0,0,0,0,0
1998 Houston Rockets,241.8,79.4,0.452,20.4,0.343,59.1,0.49,25.9,0.771,12.0,28.7,21.9,8.4,3.6,15.8,20.2,98.8,32.0,41.0,41.0,-0.76,-0.47,-1.23,107.7,108.6,-0.9,91.0,0.326,0.256,0.544,0.496,14.8,29.8,0.251,0.499,13.3,69.3,0.208,0,0,0,0,0
1998 Washington Wizards,241.5,83.1,0.452,11.5,0.339,71.5,0.47,26.3,0.691,13.7,28.5,23.2,8.4,4.6,14.1,22.4,97.2,26.7,42.0,40.0,0.59,0.53,1.11,105.2,104.5,0.7,91.8,0.317,0.139,0.513,0.476,13.0,31.2,0.219,0.481,15.1,69.5,0.248,0,0,0,0,-1
1998 Chicago Bulls,242.1,82.9,0.451,11.7,0.323,71.2,0.471,24.5,0.743,15.2,29.7,23.8,8.5,4.3,14.4,20.6,96.7,31.7,62.0,20.0,7.11,0.13,7.24,107.7,99.8,7.9,89.0,0.295,0.141,0.516,0.473,13.3,35.7,0.219,0.457,14.7,70.6,0.22,1,0,0,0,4
1998 Charlotte Hornets,241.2,77.4,0.468,11.0,0.383,66.3,0.482,26.7,0.751,12.0,28.5,23.7,8.4,3.8,15.2,21.4,96.6,29.2,51.0,31.0,2.0,0.45,2.45,107.5,105.3,2.2,89.4,0.345,0.142,0.542,0.495,14.6,30.4,0.259,0.493,14.6,70.8,0.224,0,0,0,0,1
1998 Vancouver Grizzlies,241.8,80.1,0.458,11.0,0.362,69.1,0.473,26.2,0.739,13.2,28.2,23.9,7.5,4.3,17.1,22.1,96.6,26.5,19.0,63.0,-7.3,-0.17,-7.47,104.1,112.0,-7.9,92.1,0.327,0.137,0.527,0.482,15.8,31.4,0.242,0.507,13.0,66.9,0.24,0,0,0,0,-1
1998 Indiana Pacers,241.8,75.9,0.469,12.5,0.39,63.3,0.485,26.0,0.764,10.7,28.6,23.0,7.9,4.5,14.2,22.7,96.0,29.7,58.0,24.0,6.09,0.16,6.25,108.4,101.5,6.9,87.9,0.343,0.165,0.55,0.502,14.0,27.9,0.262,0.453,14.4,67.8,0.236,0,0,0,1,2
1998 Boston Celtics,240.6,84.6,0.434,15.2,0.332,69.3,0.457,24.0,0.726,14.6,24.9,22.1,12.0,4.5,16.2,26.9,95.9,23.9,36.0,46.0,-2.62,0.66,-1.96,102.5,105.3,-2.8,93.3,0.283,0.18,0.504,0.464,14.6,32.8,0.206,0.504,19.0,66.8,0.343,0,0,0,0,-1
1998 Los Angeles Clippers,241.2,81.6,0.438,17.9,0.358,63.7,0.461,25.0,0.723,12.7,27.8,18.7,7.6,5.6,16.1,22.3,95.9,25.7,17.0,65.0,-7.37,-0.16,-7.53,103.3,111.2,-7.9,92.4,0.306,0.219,0.518,0.477,14.8,29.6,0.221,0.498,12.9,66.1,0.243,0,0,0,0,-1
1998 Atlanta Hawks,242.4,77.5,0.455,12.4,0.332,65.1,0.478,28.2,0.756,13.5,29.5,19.1,8.0,6.0,14.8,20.4,95.9,29.4,50.0,32.0,3.51,0.34,3.85,108.2,104.3,3.9,87.7,0.364,0.16,0.533,0.481,14.1,33.9,0.275,0.468,13.0,69.1,0.194,0,1,0,0,0
1998 Miami Heat,240.9,77.2,0.45,18.8,0.355,58.3,0.481,25.4,0.739,12.5,29.5,21.4,8.1,5.2,15.0,24.2,95.0,28.1,55.0,27.0,4.93,0.16,5.09,107.6,102.0,5.6,87.9,0.329,0.244,0.538,0.494,14.5,31.5,0.243,0.452,14.2,69.6,0.257,0,0,0,0,0
1998 Toronto Raptors,243.0,83.1,0.435,13.2,0.343,69.8,0.453,25.1,0.718,14.5,26.2,21.3,9.4,8.1,16.7,22.6,94.9,24.8,16.0,66.0,-9.27,0.94,-8.33,101.2,111.0,-9.8,92.6,0.302,0.159,0.504,0.462,15.1,32.1,0.217,0.508,14.9,62.9,0.235,0,0,0,0,-1
1998 Milwaukee Bucks,243.0,78.0,0.456,8.6,0.354,69.5,0.469,26.4,0.767,12.6,27.3,20.1,8.9,4.4,16.9,23.4,94.5,27.6,36.0,46.0,-1.91,0.58,-1.33,103.5,105.6,-2.1,90.2,0.339,0.11,0.527,0.475,15.8,31.4,0.26,0.485,15.5,69.1,0.282,0,0,0,0,-1
1998 Portland Trail Blazers,241.8,78.0,0.451,12.8,0.309,65.2,0.479,27.1,0.737,13.2,30.8,21.5,7.1,5.7,16.9,22.7,94.3,26.1,46.0,36.0,1.4,-0.57,0.83,104.0,102.4,1.6,90.0,0.348,0.164,0.524,0.476,15.8,33.0,0.256,0.46,13.4,71.4,0.249,0,0,0,0,0
1998 Detroit Pistons,243.4,77.7,0.449,11.4,0.312,66.3,0.473,27.9,0.745,12.7,28.5,19.5,8.3,4.2,14.6,22.0,94.2,27.2,37.0,45.0,1.57,0.37,1.95,105.3,103.5,1.8,88.2,0.359,0.147,0.523,0.472,14.0,30.9,0.267,0.474,14.8,70.2,0.243,0,0,0,0,-1
1998 Philadelphia 76ers,240.9,78.2,0.443,9.9,0.3,68.3,0.463,28.7,0.737,13.7,28.0,21.1,8.9,6.0,16.5,22.9,93.3,25.4,31.0,51.0,-2.39,0.5,-1.89,102.8,105.4,-2.6,90.5,0.367,0.126,0.514,0.462,15.4,32.5,0.271,0.481,15.1,67.3,0.256,0,0,0,0,-1
1998 Sacramento Kings,240.6,81.5,0.442,9.8,0.351,71.7,0.455,25.6,0.687,13.3,28.1,22.4,7.3,5.1,15.5,22.1,93.1,26.6,27.0,55.0,-5.59,-0.25,-5.83,100.8,106.9,-6.1,92.1,0.314,0.121,0.502,0.464,14.3,30.2,0.215,0.482,14.0,66.6,0.23,0,0,0,0,-1
1998 San Antonio Spurs,241.8,75.5,0.468,10.5,0.35,64.9,0.488,26.4,0.688,12.0,32.2,22.4,6.3,6.9,16.1,21.1,92.5,28.7,56.0,26.0,3.99,-0.69,3.3,103.8,99.4,4.4,88.4,0.35,0.139,0.531,0.493,15.6,30.6,0.241,0.437,12.2,72.2,0.218,0,0,0,0,1
1998 Cleveland Cavaliers,241.8,75.7,0.454,9.8,0.372,65.9,0.466,26.7,0.756,11.6,28.4,23.1,9.9,5.1,17.3,23.6,92.5,24.6,47.0,35.0,2.73,0.33,3.06,102.1,99.1,3.0,89.9,0.352,0.129,0.529,0.478,16.5,30.0,0.266,0.46,16.8,71.1,0.264,0,0,0,0,0
1998 New York Knicks,241.8,78.2,0.447,13.9,0.335,64.3,0.471,22.1,0.772,11.9,29.7,21.8,7.7,3.4,15.2,23.7,91.6,30.2,43.0,39.0,2.46,0.28,2.74,103.0,100.3,2.7,88.2,0.283,0.178,0.521,0.476,14.7,29.5,0.218,0.455,14.7,74.0,0.282,0,0,0,0,1
1998 Dallas Mavericks,242.7,82.4,0.427,14.4,0.357,67.9,0.442,21.2,0.753,12.3,27.8,18.7,7.9,5.7,14.4,20.0,91.4,26.3,20.0,62.0,-6.11,-0.22,-6.33,100.5,107.2,-6.7,89.9,0.257,0.175,0.498,0.458,13.6,27.6,0.194,0.488,14.0,65.1,0.195,0,0,0,0,-1
1998 Orlando Magic,241.8,78.7,0.429,11.1,0.323,67.7,0.447,26.1,0.726,14.4,26.9,20.7,7.9,5.4,15.3,19.7,90.1,30.8,41.0,41.0,-1.07,0.54,-0.53,102.6,103.8,-1.2,87.1,0.331,0.141,0.499,0.452,14.5,34.2,0.24,0.478,14.8,66.9,0.202,0,0,0,0,-1
1998 Denver Nuggets,240.6,78.2,0.417,10.9,0.323,67.3,0.433,26.2,0.772,12.7,26.3,18.9,8.1,4.8,16.0,23.6,89.0,26.5,11.0,71.0,-11.78,0.04,-11.74,99.0,112.1,-13.1,89.7,0.335,0.139,0.496,0.44,15.1,30.2,0.259,0.506,14.3,66.3,0.285,0,0,0,0,-1
1998 Golden State Warriors,241.8,83.9,0.413,8.5,0.272,75.5,0.429,23.3,0.71,15.7,30.2,20.8,7.6,5.5,16.7,22.7,88.3,25.9,19.0,63.0,-9.12,-0.08,-9.2,95.8,105.7,-9.9,91.4,0.278,0.101,0.468,0.427,15.1,33.7,0.197,0.469,13.0,68.6,0.247,0,0,0,0,-1
1999 Sacramento Kings,244.0,86.1,0.445,18.9,0.308,67.3,0.484,25.9,0.683,14.1,31.5,22.6,8.9,4.6,16.8,20.3,100.2,26.1,27.0,23.0,-0.42,-0.47,-0.89,102.7,103.1,-0.4,96.0,0.3,0.219,0.514,0.479,14.7,30.6,0.205,0.471,13.7,67.7,0.176,0,0,0,0,0
1999 Los Angeles Lakers,241.0,78.7,0.468,13.7,0.352,65.0,0.492,30.1,0.683,12.4,29.6,21.9,7.8,5.7,15.1,24.6,99.0,27.5,31.0,19.0,3.02,-0.35,2.68,107.6,104.3,3.3,91.6,0.382,0.174,0.538,0.498,14.1,30.6,0.261,0.468,13.3,70.2,0.267,0,0,0,0,1
1999 Phoenix Suns,241.0,80.1,0.449,14.0,0.372,66.0,0.465,24.3,0.76,12.0,28.4,25.0,8.9,4.0,13.6,20.4,95.6,29.3,27.0,23.0,2.26,-0.11,2.15,105.8,103.3,2.5,90.0,0.303,0.175,0.526,0.481,13.0,28.4,0.231,0.485,15.4,69.8,0.216,0,0,0,0,0
1999 Seattle SuperSonics,242.0,79.5,0.442,18.0,0.344,61.5,0.47,27.1,0.681,13.5,28.4,21.7,7.9,4.0,15.3,20.9,94.9,31.2,25.0,25.0,-1.08,-0.35,-1.43,105.0,106.2,-1.2,89.6,0.341,0.226,0.519,0.481,14.3,31.9,0.232,0.489,14.1,68.6,0.213,0,0,0,0,-1
1999 Portland Trail Blazers,243.5,79.1,0.442,13.5,0.364,65.6,0.457,27.0,0.743,12.9,31.4,21.5,8.2,5.8,15.4,22.5,94.8,27.4,35.0,15.0,6.36,-0.69,5.67,104.8,97.7,7.1,89.2,0.341,0.171,0.521,0.473,14.5,31.8,0.253,0.445,14.9,71.8,0.233,0,0,0,1,2
1999 Indiana Pacers,242.0,77.3,0.448,16.0,0.368,61.3,0.469,24.6,0.796,11.5,29.0,20.1,6.3,4.5,13.0,21.6,94.7,30.8,33.0,17.0,3.74,0.12,3.86,108.7,104.4,4.3,86.4,0.318,0.207,0.537,0.486,12.8,28.7,0.253,0.46,12.7,69.9,0.236,0,0,0,0,2
1999 Houston Rockets,241.5,76.0,0.462,18.3,0.368,57.7,0.492,23.7,0.729,10.7,30.8,21.2,7.7,5.2,16.2,19.2,94.2,29.6,31.0,19.0,2.32,-0.93,1.39,105.4,102.9,2.5,88.8,0.313,0.241,0.545,0.506,15.8,27.8,0.228,0.461,12.4,69.9,0.188,0,0,0,0,0
1999 Denver Nuggets,240.5,79.8,0.421,18.4,0.328,61.3,0.45,26.5,0.762,12.9,27.8,19.4,7.5,5.5,14.8,22.9,93.5,24.6,14.0,36.0,-6.6,-0.07,-6.67,103.1,110.4,-7.3,90.5,0.332,0.231,0.511,0.459,13.9,30.1,0.253,0.499,13.2,69.2,0.248,0,0,0,0,-1
1999 Utah Jazz,243.5,72.4,0.465,7.8,0.361,64.6,0.478,30.2,0.767,11.1,30.2,24.1,8.0,5.5,16.3,22.7,93.3,30.3,37.0,13.0,6.52,-0.99,5.54,105.8,98.4,7.4,87.0,0.417,0.107,0.545,0.485,16.0,30.0,0.32,0.441,14.4,70.4,0.242,1,0,0,0,1
1999 Boston Celtics,243.0,83.3,0.436,15.2,0.36,68.1,0.453,21.5,0.692,13.6,29.2,21.5,9.1,5.1,16.1,23.9,93.0,24.3,19.0,31.0,-1.86,0.11,-1.75,100.4,102.4,-2.0,91.5,0.259,0.182,0.501,0.469,14.8,30.6,0.179,0.465,15.6,69.4,0.287,0,0,0,0,-1
1999 Charlotte Hornets,243.0,74.4,0.449,14.7,0.365,59.7,0.47,27.7,0.747,9.6,29.9,22.2,8.9,4.9,15.9,22.0,92.9,29.0,26.0,24.0,-0.1,0.73,0.63,102.3,102.4,-0.1,89.7,0.372,0.198,0.537,0.485,15.5,24.4,0.278,0.461,14.3,69.5,0.24,0,0,0,0,-1
